,layer,cat,parent
1626,5,报春茜属,茜草科
1627,5,野丁香属,茜草科
1628,6,狗牙花属,萝芙木亚科
1629,6,蔓长春花族,萝芙木亚科
1630,5,粗叶木属,茜草科
1631,5,郎德木属,茜草科
1632,5,流苏子属,茜草科
1633,10,番薯食品,番薯
1634,5,棱萼茜属,茜草科
1635,5,红芽大戟属,茜草科
1636,5,夹竹桃亚科,夹竹桃科
1637,5,鸡爪簕属,茜草科
1638,5,鸡仔木属,茜草科
1639,5,蒋英木属,茜草科
1640,5,绢冠茜属,茜草科
1641,5,尖药花属,茜草科
1642,5,假盖果草属,茜草科
1643,5,藏药木属,茜草科
1644,5,土连翘属,茜草科
1645,5,长隔木属,茜草科
1646,5,黄棉木属,茜草科
1647,5,海岸桐属,茜草科
1648,5,爱地草属,茜草科
1649,5,钩毛草属,茜草科
1650,5,钩毛果属,茜草科
1651,5,盖裂果属,茜草科
1652,5,桂海木属,茜草科
1653,5,丰花草属,茜草科
1654,5,长柱山丹属,茜草科
1655,5,绣球茜属,茜草科
1656,5,拟鸭舌癀舅属,茜草科
1657,5,小牙草属,茜草科
1658,5,多轮草属,茜草科
1659,5,穴果木属,茜草科
1660,10,烟草关连法规,烟草
1661,10,香烟,烟草
1662,10,烟草控制,烟草
1663,11,雪茄品牌,雪茄
1664,10,烟草公司,烟草
1665,11,香烟品牌,烟草品牌
1666,11,日本烟草史,烟草史
1667,10,各国烟草,烟草
1668,11,中国烟草史,烟草史
1669,11,雪茄品牌,烟草品牌
1670,5,蔓虎刺属,茜草科
1671,5,金鸡纳属,茜草科
1672,5,弯管花属,茜草科
1673,5,风箱树属,茜草科
1674,5,鱼骨木属,茜草科
1675,5,长柱草属,茜草科
1676,5,车叶草属,茜草科
1677,5,槽裂木属,茜草科
1678,5,短萼齿木属,茜草科
1679,7,长春花亚族,蔓长春花族
1680,5,白马骨属,茜草科
1681,5,雪花属,茜草科
1682,4,泽泻科,泽泻目
1683,4,水麦冬科,泽泻目
1684,4,水鳖科,泽泻目
1685,4,水蕹科,泽泻目
1686,4,岩菖蒲科,泽泻目
1687,4,天南星科,泽泻目
1688,4,大叶藻科,泽泻目
1689,4,丝粉藻科,泽泻目
1690,5,霉草属,霉草科
1691,5,藤露兜属,露兜树科
1692,5,银钩花属,番荔枝科
1693,5,野独活属,番荔枝科
1694,5,蚁花属,番荔枝科
1695,5,藤春属,番荔枝科
1696,5,蒙蒿子属,番荔枝科
1697,5,紫玉盘属,番荔枝科
1698,5,皂帽花属,番荔枝科
1699,5,番荔枝属,番荔枝科
1700,5,瓜馥木属,番荔枝科
1701,5,澄广花属,番荔枝科
1702,5,杯冠木属,番荔枝科
1703,5,木瓣树属,番荔枝科
1704,5,暗罗属,番荔枝科
1705,5,尖花藤属,番荔枝科
1706,5,哥纳香属,番荔枝科
1707,5,咖啡属,茜草科
1708,5,假鹰爪属,番荔枝科
1709,5,亮花木属,番荔枝科
1710,11,禁烟运动者,烟草控制
1711,11,韩国烟草公司,烟草公司
1712,12,英美烟草品牌,香烟品牌
1713,12,日本烟草产业品牌,香烟品牌
1714,11,韩国烟草,各国烟草
1715,11,英国烟草,各国烟草
1716,11,美国烟草,各国烟草
1717,11,中国烟草,各国烟草
1718,12,中国香烟品牌,香烟品牌
1719,11,英国烟草公司,烟草公司
1720,11,美国烟草公司,烟草公司
1721,11,以烟草公司命名的分类,烟草公司
1722,11,中国烟草公司,烟草公司
1723,5,泽苔草属,泽泻科
1724,5,茨藻属,水鳖科
1725,5,水蕹属,水蕹科
1726,5,岩菖蒲属,岩菖蒲科
1727,5,浮萍亚科,天南星科
1728,5,针叶藻属,丝粉藻科
1729,5,丝粉藻属,丝粉藻科
1730,5,二药藻属,丝粉藻科
1731,5,大叶藻属,大叶藻科
1732,5,天南星科小作品,天南星科
1733,5,马蹄莲属,天南星科
1734,5,美铁芋亚科,天南星科
1735,5,犁头尖属,天南星科
1736,5,合果芋属,天南星科
1737,5,白鹤芋属,天南星科
1738,5,藤芋属,天南星科
1739,5,落檐属,天南星科
1740,5,斑龙芋属,天南星科
1741,5,水榕属,天南星科
1742,5,泉七属,天南星科
1743,5,石柑属,天南星科
1744,5,楼林果属,番荔枝科
1745,5,柚叶藤亚科,天南星科
1746,5,大薸属,天南星科
1747,5,假肉荳蔻属,番荔枝科
1748,5,半夏属,天南星科
1749,11,日本烟草关连法规,烟草关连法规
1750,11,禁烟,烟草控制
1751,5,金棒芋亚科,天南星科
1752,5,龟背竹亚科,天南星科
1753,5,刺芋属,天南星科
1754,5,假石柑属,天南星科
1755,5,千年健属,天南星科
1756,12,英国烟草公司,英国烟草
1757,12,美国烟草公司,美国烟草
1758,12,中国烟草公司,中国烟草
1759,11,伊朗烟草,各国烟草
1760,11,日本烟草,各国烟草
1761,11,台湾菸酒公司菸厂,烟草公司
1762,12,中华人民共和国烟草业,中国烟草
1763,12,英美烟草,英国烟草公司
1764,11,日本烟草公司,烟草公司
1765,11,台湾菸酒事业,烟草公司
1766,8,长春花属,长春花亚族
1767,11,保加利亚烟草公司,烟草公司
1768,5,细柄芋属,天南星科
1769,12,英美烟草,以烟草公司命名的分类
1770,5,花叶万年青属,天南星科
1771,12,日本烟草产业,以烟草公司命名的分类
1772,6,紫萍属,浮萍亚科
1773,6,浮萍属,浮萍亚科
1774,5,虾海藻属,大叶藻科
1775,6,微萍属,浮萍亚科
1776,5,曲籽芋属,天南星科
1777,5,隐棒花属,天南星科
1778,5,天南星亚科,天南星科
1779,5,芋属,天南星科
1780,5,水芋属,天南星科
1781,5,疆南星属,天南星科
1782,5,上树南星属,天南星科
1783,5,雷公连属,天南星科
1784,5,魔芋属,天南星科
1785,5,粗肋草属,天南星科
1786,5,伊乐藻属,水鳖科
1787,5,喜盐草属,水鳖科
1788,5,泰来草属,水鳖科
1789,5,水鳖属,水鳖科
1790,5,水车前属,水鳖科
1791,6,花烛属,柚叶藤亚科
1792,5,水筛属,水鳖科
1793,5,软骨草属,水鳖科
1794,5,苦草属,水鳖科
1795,5,黑藻属,水鳖科
1796,6,臭菘属,金棒芋亚科
1797,5,水芭蕉属,天南星科
1798,6,龟背竹族,龟背竹亚科
1799,5,海菖蒲属,水鳖科
1800,5,泽泻属,泽泻科
1801,5,毛茛泽泻属,泽泻科
1802,13,英美烟草,英国烟草公司
1803,5,慈姑属,泽泻科
1804,5,冠果草属,泽泻科
1805,5,水罂粟属,泽泻科
1806,12,日本烟草产业,日本烟草公司
1807,13,国家烟草专卖局,中华人民共和国烟草业
1808,13,英美烟草人物,英美烟草
1809,11,香烟品牌,香烟
1810,12,香港烟草公司,中国烟草公司
1811,12,红塔集团,以烟草公司命名的分类
1812,12,红塔集团,中国烟草公司
1813,13,英美烟草人物,英美烟草
1814,5,依兰属,番荔枝科
1815,5,囊瓣木属,番荔枝科
1816,13,日本烟草产业人物,日本烟草产业
1817,5,金钩花属,番荔枝科
1818,5,蕉木属,番荔枝科
1819,5,嘉陵花属,番荔枝科
1820,5,番荔枝亚科,番荔枝科
1821,6,天南星属,天南星亚科
1822,6,芋,芋属
1823,6,千年芋属,天南星亚科
1824,6,喜林芋族,天南星亚科
1825,6,美铁芋属,美铁芋亚科
1826,6,芋族,天南星亚科
1827,6,五彩芋属,天南星亚科
1828,5,红光树属,肉荳蔻科
1829,5,风吹楠属,肉荳蔻科
1830,5,奇子树属,蜡梅科
1831,5,夏蜡梅属,蜡梅科
1832,5,胡椒属,胡椒科
1833,5,大胡椒属,胡椒科
1834,5,草胡椒属,胡椒科
1835,4,瑞香科,锦葵目
1836,4,球萼树科,锦葵目
1837,4,沙莓科,锦葵目
1838,4,椴树科,锦葵目
1839,5,盐藻属,水鳖科
1840,7,崖角藤属,龟背竹族
1841,7,龟背竹属,龟背竹族
1842,7,麒麟叶属,龟背竹族
1843,4,杜英科,锦葵目
1844,14,英美烟草人物,英美烟草
1845,13,香港烟草公司,中国烟草公司
1846,13,红塔集团,中国烟草公司
1847,4,木棉科,锦葵目
1848,4,旋花树科,锦葵目
1849,4,斜翼科,锦葵目
1850,13,日本烟草产业人物,日本烟草产业
1851,12,台湾酒厂,台湾菸酒事业
1852,12,金车关系事业,台湾菸酒事业
1853,12,台湾菸酒公司,台湾菸酒事业
1854,14,河南中烟工业,国家烟草专卖局
1855,14,国家烟草专卖局局长,国家烟草专卖局
1856,14,国家烟草专卖局副局长,国家烟草专卖局
1857,14,上海烟草集团,国家烟草专卖局
1858,4,文定果科,锦葵目
1859,4,弯子木科,锦葵目
1860,4,半日花科,锦葵目
1861,4,番茱萸科,伞形目
1862,5,单籽暗罗属,番荔枝科
1863,4,海桐花科,伞形目
1864,4,彭南特氏木科,伞形目
1865,4,夷茱萸科,伞形目
1866,4,假茱萸科,伞形目
1867,4,伞形科,伞形目
1868,4,参棕科,伞形目
1869,6,番荔枝族,番荔枝亚科
1870,7,喜林芋属,喜林芋族
1871,7,岩芋属,芋族
1872,4,五加科,伞形目
1873,6,双芋属,天南星亚科
1874,6,海芋属,天南星亚科
1875,4,悬铃木科,金缕梅目
1876,3,香蒲目,鸭跖草亚纲
1877,3,谷精草目,鸭跖草亚纲
1878,5,椒草属,胡椒科
1879,6,胡椒,胡椒属
1880,3,莎草目,鸭跖草亚纲
1881,3,独蕊草目,鸭跖草亚纲
1882,5,瑞香属,瑞香科
1883,5,欧瑞香属,瑞香科
1884,5,斜翼属,椴树科
1885,5,田麻属,椴树科
1886,5,六翅木属,椴树科
1887,5,假狼毒属,瑞香科
1888,5,杜英属,杜英科
1889,5,猴欢喜属,杜英科
1890,5,荛花属,瑞香科
1891,5,鼠皮树属,瑞香科
1892,5,瓜栗属,木棉科
1893,5,毛花瑞香属,瑞香科
1894,5,狼毒属,瑞香科
1895,14,红塔集团,国家烟草专卖局
1896,5,结香属,瑞香科
1897,5,草瑞香属,瑞香科
1898,3,灯芯草目,鸭跖草亚纲
1899,3,灯心草目,鸭跖草亚纲
1900,15,中国烟草总公司总经理,国家烟草专卖局局长
1901,3,帚灯草目,鸭跖草亚纲
1902,4,鼠刺科,虎耳草目
1903,4,锁阳科,虎耳草目
1904,4,锦葵目小作品,锦葵目
1905,4,金缕梅科,虎耳草目
1906,4,连香树科,虎耳草目
1907,4,虎耳草科,虎耳草目
1908,5,海桐花属,海桐花科
1909,4,茶藨子科,虎耳草目
1910,4,芍药科,虎耳草目
1911,4,胶藤科,虎耳草目
1912,5,芹亚科,伞形科
1913,5,鸭儿芹属,伞形科
1914,5,马蹄芹属,伞形科
1915,7,鹅掌芋属,喜林芋族
1916,5,香根芹属,伞形科
1917,5,鹅掌柴属,五加科
1918,4,伞形目小作品,伞形目
1919,5,通脱木属,五加科
1920,7,泡泡属,番荔枝族
1921,5,罗伞属,五加科
1922,5,楤木属,五加科
1923,4,香蒲科,香蒲目
1924,4,谷精草科,谷精草目
1925,5,悬铃木属,悬铃木科
1926,5,树参属,五加科
1927,5,幌伞枫属,五加科
1928,4,莎草科,莎草目
1929,4,独蕊草科,独蕊草目
1930,5,沉香属,瑞香科
1931,5,常春藤属,五加科
1932,5,常春木属,五加科
1933,5,大参属,五加科
1934,5,华参属,五加科
1935,5,刺通草属,五加科
1936,5,刺楸属,五加科
1937,5,八角金盘属,五加科
1938,5,人参属,五加科
1939,5,五叶参属,五加科
1940,5,五加属,五加科
1941,5,掌叶树属,五加科
1942,4,禾本科,莎草目
1943,5,南鹅掌柴属,五加科
1944,5,南洋参属,五加科
1945,5,梁王茶属,五加科
1946,5,兰屿加属,五加科
1947,13,台湾啤酒及酒厂,台湾酒厂
1948,4,梭子草科,灯芯草目
1949,4,灯心草科,灯心草目
1950,5,天胡荽亚科,五加科
1951,4,须叶藤科,帚灯草目
1952,5,鼠刺属,鼠刺科
1953,4,拟苇科,帚灯草目
1954,4,帚灯草科,帚灯草目
1955,5,连香树属,连香树科
1956,5,金腰属,虎耳草科
1957,5,茶藨子属,茶藨子科
1958,5,芍药属,芍药科
1959,5,虎耳草属,虎耳草科
1960,5,虎耳草科小作品,虎耳草科
1961,6,芫荽族,芹亚科
1962,5,钻地风属,虎耳草科
1963,5,黄水枝属,虎耳草科
1964,5,峨屏草属,虎耳草科
1965,5,鬼灯檠属,虎耳草科
1966,5,独根草属,虎耳草科
1967,5,槭叶草属,虎耳草科
1968,5,唢呐草属,虎耳草科
1969,5,涧边草属,虎耳草科
1970,5,冠盖藤属,虎耳草科
1971,5,草绣球属,虎耳草科
1972,5,香蒲属,香蒲科
1973,5,谷精草属,谷精草科
1974,5,黑三棱属,香蒲科
1975,5,飘拂草属,莎草科
1976,5,草紫阳花属,虎耳草科
1977,5,藨草属,莎草科
1978,5,岩白菜属,虎耳草科
1979,5,扁穗莞属,莎草科
1980,5,薹草属,莎草科
1981,5,莎草属,莎草科
1982,5,荸荠属,莎草科
1983,5,羊胡子草属,莎草科
1984,5,珍珠茅属,莎草科
1985,5,水蜈蚣属,莎草科
1986,5,刺子莞属,莎草科
1987,5,克拉莎属,莎草科
1988,5,莎草科小作品,莎草科
1989,5,砖子苗属,莎草科
1990,5,真穗草属,禾本科
1991,5,兰屿八角金盘属,五加科
1992,5,直芒草属,禾本科
1993,5,獐毛属,禾本科
1994,5,总苞草属,禾本科
1995,5,鸭嘴草属,禾本科
1996,5,灯心草属,灯心草科
1997,6,天胡荽属,天胡荽亚科
1998,5,地杨梅属,灯心草科
1999,5,隐花草属,禾本科
